essay_id,essay,rater,score
113,"In the memoir ""Narciso Rodriguez"", what is the mood created by the author?The mood that the authors creates while writing this passage is very cultural like. Because she reason is. That he uses good detail in decribing the home of the character. For example, @CAPS1 Cuban music (which I adore to this day). This shows that there was some beautifull cultural music.Another way is that he is in a cultral mood is when he says. ""My young parents created our traditional cuban home."" This shows that they took what they had in Cuba and brang it to @LOCATION1. Also that they wanted it to be like home in which they miss.In this memoir there @MONTH1 have been other ways to describe the mood of what the author created. But I think the cultral mood is one of the bigger ones. Thats what I showed you in these two paragraphs.",1,3
113,"In the memoir ""Narciso Rodriguez"", what is the mood created by the author?The mood that the authors creates while writing this passage is very cultural like. Because she reason is. That he uses good detail in decribing the home of the character. For example, @CAPS1 Cuban music (which I adore to this day). This shows that there was some beautifull cultural music.Another way is that he is in a cultral mood is when he says. ""My young parents created our traditional cuban home."" This shows that they took what they had in Cuba and brang it to @LOCATION1. Also that they wanted it to be like home in which they miss.In this memoir there @MONTH1 have been other ways to describe the mood of what the author created. But I think the cultral mood is one of the bigger ones. Thats what I showed you in these two paragraphs.",3,4
113,"In the memoir ""Narciso Rodriguez"", what is the mood created by the author?The mood that the authors creates while writing this passage is very cultural like. Because she reason is. That he uses good detail in decribing the home of the character. For example, @CAPS1 Cuban music (which I adore to this day). This shows that there was some beautifull cultural music.Another way is that he is in a cultral mood is when he says. ""My young parents created our traditional cuban home."" This shows that they took what they had in Cuba and brang it to @LOCATION1. Also that they wanted it to be like home in which they miss.In this memoir there @MONTH1 have been other ways to describe the mood of what the author created. But I think the cultral mood is one of the bigger ones. Thats what I showed you in these two paragraphs.",4,3
114,"A house is not a home without family, and a family is not a family without its trails, struggles, and happiness. The mood in the memoir was to show what family is, that its much more than blood. It's unity, friendship and laughter, its the tears, pain and heartache. Its about how you can start in the slums and work your way up but one thing is never going to change, and that's family. Home doesnt matter about the physical space of the dwelling, but about the relationships and memories you make there. Home is where unity, satisfaction, happpness, and imagination come together in one unorganized way, but it doesnt mean that it won't have trails like racism that almost every minority has to deal with even Narciso Rodriguez dealt with it. I deal with it to, I get called cracker and n**** on a daily baised, I dont know how I would get through it without family.",10,2
114,"A house is not a home without family, and a family is not a family without its trails, struggles, and happiness. The mood in the memoir was to show what family is, that its much more than blood. It's unity, friendship and laughter, its the tears, pain and heartache. Its about how you can start in the slums and work your way up but one thing is never going to change, and that's family. Home doesnt matter about the physical space of the dwelling, but about the relationships and memories you make there. Home is where unity, satisfaction, happpness, and imagination come together in one unorganized way, but it doesnt mean that it won't have trails like racism that almost every minority has to deal with even Narciso Rodriguez dealt with it. I deal with it to, I get called cracker and n**** on a daily baised, I dont know how I would get through it without family.",19,3
115,"The author of this memoir put a mood to it. The mood of this is very loving, because the parents gave everything to make their child's life easier. There is also a very friendly and caring feeling for because the article says how their neighborhood is mostly immigrants and that they are a close-knit community of honest, hardworking immigrants extended their hands to people well in need. I would say all the moods in this memoir is loving, caring, friendship, and equality.",5,4
115,"The author of this memoir put a mood to it. The mood of this is very loving, because the parents gave everything to make their child's life easier. There is also a very friendly and caring feeling for because the article says how their neighborhood is mostly immigrants and that they are a close-knit community of honest, hardworking immigrants extended their hands to people well in need. I would say all the moods in this memoir is loving, caring, friendship, and equality.",11,3
115,"The author of this memoir put a mood to it. The mood of this is very loving, because the parents gave everything to make their child's life easier. There is also a very friendly and caring feeling for because the article says how their neighborhood is mostly immigrants and that they are a close-knit community of honest, hardworking immigrants extended their hands to people well in need. I would say all the moods in this memoir is loving, caring, friendship, and equality.",15,4
116,"The mood created by the author in the memoir is great @CAPS1. Narciso loved to cook. ""A love of cooking that is still with me today."" Narciso loved his parents very much. ""I will always be grateful to my parents For their love and sacrifice."" The Rodriguez family help people come into ther house hold. ""It was in this simple house that my parents welcomed other refugees to celebrate their arrival to this country"". This was the mood created by the author in the memoir.",8,3
116,"The mood created by the author in the memoir is great @CAPS1. Narciso loved to cook. ""A love of cooking that is still with me today."" Narciso loved his parents very much. ""I will always be grateful to my parents For their love and sacrifice."" The Rodriguez family help people come into ther house hold. ""It was in this simple house that my parents welcomed other refugees to celebrate their arrival to this country"". This was the mood created by the author in the memoir.",13,3
116,"The mood created by the author in the memoir is great @CAPS1. Narciso loved to cook. ""A love of cooking that is still with me today."" Narciso loved his parents very much. ""I will always be grateful to my parents For their love and sacrifice."" The Rodriguez family help people come into ther house hold. ""It was in this simple house that my parents welcomed other refugees to celebrate their arrival to this country"". This was the mood created by the author in the memoir.",14,3
117,"The author created a mood in The memoir. The auThor use a mood of @CAPS1 @CAPS2 The memoir. The auThor showed This by ""alegrai graced our kitchen table more often Than noT."" This shows That The auThor used a mood oF @CAPS1 @CAPS2 The memoir",3,1
117,"The author created a mood in The memoir. The auThor use a mood of @CAPS1 @CAPS2 The memoir. The auThor showed This by ""alegrai graced our kitchen table more often Than noT."" This shows That The auThor used a mood oF @CAPS1 @CAPS2 The memoir",4,1
117,"The author created a mood in The memoir. The auThor use a mood of @CAPS1 @CAPS2 The memoir. The auThor showed This by ""alegrai graced our kitchen table more often Than noT."" This shows That The auThor used a mood oF @CAPS1 @CAPS2 The memoir",10,2
117,"The author created a mood in The memoir. The auThor use a mood of @CAPS1 @CAPS2 The memoir. The auThor showed This by ""alegrai graced our kitchen table more often Than noT."" This shows That The auThor used a mood oF @CAPS1 @CAPS2 The memoir",19,2
118,"The mood created by the author in the memoir is. First, the moon that I think is a warm and and saying there's no place like home feeling. In @CAPS1 @NUM1 it states all of these cultures came together in great solidarity and friendship as in home and and the people around us is like family and we come and unit as friends and families. Also Narciso Rodriguez says in paragraph @NUM2 ""I will never forget how my parents turned this simple house into a home. To finish my describtion of the mood created by the author in this memoir of Narciso Rodriguez theres no place like to feel at home.",11,2
118,"The mood created by the author in the memoir is. First, the moon that I think is a warm and and saying there's no place like home feeling. In @CAPS1 @NUM1 it states all of these cultures came together in great solidarity and friendship as in home and and the people around us is like family and we come and unit as friends and families. Also Narciso Rodriguez says in paragraph @NUM2 ""I will never forget how my parents turned this simple house into a home. To finish my describtion of the mood created by the author in this memoir of Narciso Rodriguez theres no place like to feel at home.",15,4
119,"In the memoir, ""Narciso Rodriguez"" from Home: The @CAPS1 @CAPS2 of our Lives the overall mood of the author is greatfulness. Narciso begins the memoir by telling us how much @CAPS3 appreciates his culture and all that his parents do for him In paragraph @NUM1, ""... And unwittenly passed on to me the rich culinary skills and love of cooking... (For which I am eternally greatful)"" @CAPS3 has an optemistic outlook on every aspect of his family and his culture. Most of it had to do with how @CAPS3 grew up and was born into a family who had just finished their hardships of getting int @LOCATION1.",5,5
119,"In the memoir, ""Narciso Rodriguez"" from Home: The @CAPS1 @CAPS2 of our Lives the overall mood of the author is greatfulness. Narciso begins the memoir by telling us how much @CAPS3 appreciates his culture and all that his parents do for him In paragraph @NUM1, ""... And unwittenly passed on to me the rich culinary skills and love of cooking... (For which I am eternally greatful)"" @CAPS3 has an optemistic outlook on every aspect of his family and his culture. Most of it had to do with how @CAPS3 grew up and was born into a family who had just finished their hardships of getting int @LOCATION1.",6,3
120,"The mood created by the author in the memoir was grateful, happy, and thankful. The author was grateful because he wasn't asked to be born in america, hes parents immigranted to america so that Narciso can live a better life. Narciso was happy because he get to see both of his parents, his grandparents which lives in the basement of his house, and his aunts Bertha and Juanita and his cousins Arnold, Maria, and Rosemary. Narciso was thankful because he gets a home where he can sleep at, a family who loves him, and he could've ask for nothing better than the life he has now.",8,5
120,"The mood created by the author in the memoir was grateful, happy, and thankful. The author was grateful because he wasn't asked to be born in america, hes parents immigranted to america so that Narciso can live a better life. Narciso was happy because he get to see both of his parents, his grandparents which lives in the basement of his house, and his aunts Bertha and Juanita and his cousins Arnold, Maria, and Rosemary. Narciso was thankful because he gets a home where he can sleep at, a family who loves him, and he could've ask for nothing better than the life he has now.",13,3
120,"The mood created by the author in the memoir was grateful, happy, and thankful. The author was grateful because he wasn't asked to be born in america, hes parents immigranted to america so that Narciso can live a better life. Narciso was happy because he get to see both of his parents, his grandparents which lives in the basement of his house, and his aunts Bertha and Juanita and his cousins Arnold, Maria, and Rosemary. Narciso was thankful because he gets a home where he can sleep at, a family who loves him, and he could've ask for nothing better than the life he has now.",14,4
120,"The mood created by the author in the memoir was grateful, happy, and thankful. The author was grateful because he wasn't asked to be born in america, hes parents immigranted to america so that Narciso can live a better life. Narciso was happy because he get to see both of his parents, his grandparents which lives in the basement of his house, and his aunts Bertha and Juanita and his cousins Arnold, Maria, and Rosemary. Narciso was thankful because he gets a home where he can sleep at, a family who loves him, and he could've ask for nothing better than the life he has now.",17,5
121,The mood created by the @CAPS1 in the memoir is very sensative way. And what I mean by that in paragrap @NUM1 and @NUM2 it sound's like the @CAPS1 is getting real emotional. It say's in paragraph @NUM1 I will always be grateful to my parents for their love and scrifice.,3,2
121,The mood created by the @CAPS1 in the memoir is very sensative way. And what I mean by that in paragrap @NUM1 and @NUM2 it sound's like the @CAPS1 is getting real emotional. It say's in paragraph @NUM1 I will always be grateful to my parents for their love and scrifice.,4,3
121,The mood created by the @CAPS1 in the memoir is very sensative way. And what I mean by that in paragrap @NUM1 and @NUM2 it sound's like the @CAPS1 is getting real emotional. It say's in paragraph @NUM1 I will always be grateful to my parents for their love and scrifice.,19,2
122,"The author shows many moods while writing this memoir, like gratitude, happiness, and love. The main mood in this memoir however is gratitude. @ORGANIZATION1 is very grateful for everything his parents have ever done for him and he loves them with all his heart. Also he is grateful for how they always made him safe. In the last sentence Narciso says, ""I will never forget how my parents turned this simple house into a home."", what this means is that he is greatful for the life he had. So he will never forget the gratitude that fills him up inside.",10,4
122,"The author shows many moods while writing this memoir, like gratitude, happiness, and love. The main mood in this memoir however is gratitude. @ORGANIZATION1 is very grateful for everything his parents have ever done for him and he loves them with all his heart. Also he is grateful for how they always made him safe. In the last sentence Narciso says, ""I will never forget how my parents turned this simple house into a home."", what this means is that he is greatful for the life he had. So he will never forget the gratitude that fills him up inside.",16,5
122,"The author shows many moods while writing this memoir, like gratitude, happiness, and love. The main mood in this memoir however is gratitude. @ORGANIZATION1 is very grateful for everything his parents have ever done for him and he loves them with all his heart. Also he is grateful for how they always made him safe. In the last sentence Narciso says, ""I will never forget how my parents turned this simple house into a home."", what this means is that he is greatful for the life he had. So he will never forget the gratitude that fills him up inside.",18,3
123,"The @CAPS1 created by the auther is that in paragraph @NUM1 it States that ""Within its walls, my young parents created our traditional Cuban home. It was verry heart of which was the kitchen. My parents both shared cooking duties and unwitting pakd onto me their rich culinary Skills and a love a cooking that is still with me today."" I think this relats to the @CAPS1 of the memoir because living in @LOCATION1 you could Still have a house and life stile like you were Still living back where you live, in this case in Cuba.""",7,4
123,"The @CAPS1 created by the auther is that in paragraph @NUM1 it States that ""Within its walls, my young parents created our traditional Cuban home. It was verry heart of which was the kitchen. My parents both shared cooking duties and unwitting pakd onto me their rich culinary Skills and a love a cooking that is still with me today."" I think this relats to the @CAPS1 of the memoir because living in @LOCATION1 you could Still have a house and life stile like you were Still living back where you live, in this case in Cuba.""",12,3
124,This memoir creates a warm feeling of nostalgia for the auther's home. The author writes about how his parents were able to make a great home out of a @NUM1 room apartment. The auther also wrote about how his parents raised him wild teaching his cuban heratige,7,3
124,This memoir creates a warm feeling of nostalgia for the auther's home. The author writes about how his parents were able to make a great home out of a @NUM1 room apartment. The auther also wrote about how his parents raised him wild teaching his cuban heratige,11,2
124,This memoir creates a warm feeling of nostalgia for the auther's home. The author writes about how his parents were able to make a great home out of a @NUM1 room apartment. The auther also wrote about how his parents raised him wild teaching his cuban heratige,18,2
125,"Narciso Rodriguez could not describe his home any better, it was as if I was there with him. I can see he really remembers the sound, shites, and smells of his home. ""...situated in a two-family, blond-brick building in the Ironbound section of Newark, New Jersey. Within its walls, my young parents created our traditional Cuban home, the very heart of which was the kitchen. My parents both shared cooking duties and unwittingly passed on to me their rich culture. Passionate Cuban music... filled the air, mixing with the aromas of the kitchen."" That whole paragraph really gave me a good feeling, and I could tell the mood was always a happy one considering all the festivities. Therefore the mood is happy and warm, I would love to be there.",3,5
125,"Narciso Rodriguez could not describe his home any better, it was as if I was there with him. I can see he really remembers the sound, shites, and smells of his home. ""...situated in a two-family, blond-brick building in the Ironbound section of Newark, New Jersey. Within its walls, my young parents created our traditional Cuban home, the very heart of which was the kitchen. My parents both shared cooking duties and unwittingly passed on to me their rich culture. Passionate Cuban music... filled the air, mixing with the aromas of the kitchen."" That whole paragraph really gave me a good feeling, and I could tell the mood was always a happy one considering all the festivities. Therefore the mood is happy and warm, I would love to be there.",4,4
125,"Narciso Rodriguez could not describe his home any better, it was as if I was there with him. I can see he really remembers the sound, shites, and smells of his home. ""...situated in a two-family, blond-brick building in the Ironbound section of Newark, New Jersey. Within its walls, my young parents created our traditional Cuban home, the very heart of which was the kitchen. My parents both shared cooking duties and unwittingly passed on to me their rich culture. Passionate Cuban music... filled the air, mixing with the aromas of the kitchen."" That whole paragraph really gave me a good feeling, and I could tell the mood was always a happy one considering all the festivities. Therefore the mood is happy and warm, I would love to be there.",6,3
126,"The author was so thankful, they explained how they thank there parrents for moving here. And how a house can become a  home and how important family and friends relationships are",15,3
126,"The author was so thankful, they explained how they thank there parrents for moving here. And how a house can become a  home and how important family and friends relationships are",19,2
127,"In this @DATE1 from ""Home: The Blueprints of Our Lives"",Narciso Rodriguez creates a safe, calm and secure mood. His description of his home and family gives readers a feeling of warmth and happiness. The very last sentence in paragraph @NUM1 says  ""the innocence of childhood, the congregation of family and friends and endless celebrations that encompassed both, forms the backdrop to life in our warm house."" @CAPS1 just a backdrop. He also says ""In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship. It was a close _ knit community... ""and "" countless extended family members came and went... my parents always kept their arms and their doors open to the many people we considered family..."". The way, Narciso described his family and neighborhood, keeps you a sense of unity and comfort, like there will always be someone there if something goes wrong. In the @DATE1, Narciso creates a mood of gratitude, constantly repeating how thankful he is to his parents. He tries to get the message across that ""[he] will never forget how [they] turned the simple house into a home"" or ""their love and sacrifice."" In my opinion, Narciso Rodriguez created a comforting and grateful mood in his @DATE1. ",3,5
127,"In this @DATE1 from ""Home: The Blueprints of Our Lives"",Narciso Rodriguez creates a safe, calm and secure mood. His description of his home and family gives readers a feeling of warmth and happiness. The very last sentence in paragraph @NUM1 says  ""the innocence of childhood, the congregation of family and friends and endless celebrations that encompassed both, forms the backdrop to life in our warm house."" @CAPS1 just a backdrop. He also says ""In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship. It was a close _ knit community... ""and "" countless extended family members came and went... my parents always kept their arms and their doors open to the many people we considered family..."". The way, Narciso described his family and neighborhood, keeps you a sense of unity and comfort, like there will always be someone there if something goes wrong. In the @DATE1, Narciso creates a mood of gratitude, constantly repeating how thankful he is to his parents. He tries to get the message across that ""[he] will never forget how [they] turned the simple house into a home"" or ""their love and sacrifice."" In my opinion, Narciso Rodriguez created a comforting and grateful mood in his @DATE1. ",4,5
127,"In this @DATE1 from ""Home: The Blueprints of Our Lives"",Narciso Rodriguez creates a safe, calm and secure mood. His description of his home and family gives readers a feeling of warmth and happiness. The very last sentence in paragraph @NUM1 says  ""the innocence of childhood, the congregation of family and friends and endless celebrations that encompassed both, forms the backdrop to life in our warm house."" @CAPS1 just a backdrop. He also says ""In our neighborhood, despite customs elsewhere, all of these cultures came together in great solidarity and friendship. It was a close _ knit community... ""and "" countless extended family members came and went... my parents always kept their arms and their doors open to the many people we considered family..."". The way, Narciso described his family and neighborhood, keeps you a sense of unity and comfort, like there will always be someone there if something goes wrong. In the @DATE1, Narciso creates a mood of gratitude, constantly repeating how thankful he is to his parents. He tries to get the message across that ""[he] will never forget how [they] turned the simple house into a home"" or ""their love and sacrifice."" In my opinion, Narciso Rodriguez created a comforting and grateful mood in his @DATE1. ",6,5
128,"The mood described by the author is homely. In the excerpt the author invites you into his own house, his own life. that creates a nice mood, descr ibing how everyone got along and that everyone .is. family.",1,2
128,"The mood described by the author is homely. In the excerpt the author invites you into his own house, his own life. that creates a nice mood, descr ibing how everyone got along and that everyone .is. family.",16,3
129,"The mood created by the author in the memoir is a grateful one. Because it is telling you what his experience in life was, and what his parents were like. It is also my opinion that they liked where they were. One reason is because they liked to cook all the time. Another reason is that they liked to have fun with their son One last reason is because they had a son. Their @CAPS1 name was @PERSON1.",8,3
129,"The mood created by the author in the memoir is a grateful one. Because it is telling you what his experience in life was, and what his parents were like. It is also my opinion that they liked where they were. One reason is because they liked to cook all the time. Another reason is that they liked to have fun with their son One last reason is because they had a son. Their @CAPS1 name was @PERSON1.",12,2
130,"The mood in the memoir is basicly showing love, happiness, and friendship. The way that the mood shows love is in @CAPS1 @NUM1 and @NUM2. In @CAPS1 @NUM1 is says Alegria graced our kitchen table for meals more often than not. In @CAPS1 @NUM2 it talks about how his parent welcome refugees to celebrate their arrival to @LOCATION1. Happiness was shown throughout the story. And friendship was shown as well The way that friendship was shown by his parents keeping their door open to whom who did not have a home. But let them stay in their home until their back on he or she is back on there feet, and considerd part of the family.",7,5
130,"The mood in the memoir is basicly showing love, happiness, and friendship. The way that the mood shows love is in @CAPS1 @NUM1 and @NUM2. In @CAPS1 @NUM1 is says Alegria graced our kitchen table for meals more often than not. In @CAPS1 @NUM2 it talks about how his parent welcome refugees to celebrate their arrival to @LOCATION1. Happiness was shown throughout the story. And friendship was shown as well The way that friendship was shown by his parents keeping their door open to whom who did not have a home. But let them stay in their home until their back on he or she is back on there feet, and considerd part of the family.",9,1
130,"The mood in the memoir is basicly showing love, happiness, and friendship. The way that the mood shows love is in @CAPS1 @NUM1 and @NUM2. In @CAPS1 @NUM1 is says Alegria graced our kitchen table for meals more often than not. In @CAPS1 @NUM2 it talks about how his parent welcome refugees to celebrate their arrival to @LOCATION1. Happiness was shown throughout the story. And friendship was shown as well The way that friendship was shown by his parents keeping their door open to whom who did not have a home. But let them stay in their home until their back on he or she is back on there feet, and considerd part of the family.",18,3
131,"In the memoir, @ORGANIZATION1 the mood created @ORGANIZATION1 the @CAPS3 is hard and happy.The first place in the story when the @CAPS3 creates a hard mood is when they say that racism is overt. ""Spanish, @CAPS1, and @CAPS2 immigrants overt racism"". this show that the mood is hard because we know that at that time racism was occurring so that made it hard for them to fit in with everybody else.The last place in the story were the author creates a happy mood is when the neighborhood came together. ""In our neighborhood, despite custom elsewhere, all these cultures came together and great solidarity and friendship"". This displays a happy mood because is represents a whole bunch of diffrent people comming together to work together.As you can see @CAPS3 creates two different types of moods hard, and happy.",8,4
131,"In the memoir, @ORGANIZATION1 the mood created @ORGANIZATION1 the @CAPS3 is hard and happy.The first place in the story when the @CAPS3 creates a hard mood is when they say that racism is overt. ""Spanish, @CAPS1, and @CAPS2 immigrants overt racism"". this show that the mood is hard because we know that at that time racism was occurring so that made it hard for them to fit in with everybody else.The last place in the story were the author creates a happy mood is when the neighborhood came together. ""In our neighborhood, despite custom elsewhere, all these cultures came together and great solidarity and friendship"". This displays a happy mood because is represents a whole bunch of diffrent people comming together to work together.As you can see @CAPS3 creates two different types of moods hard, and happy.",12,3
131,"In the memoir, @ORGANIZATION1 the mood created @ORGANIZATION1 the @CAPS3 is hard and happy.The first place in the story when the @CAPS3 creates a hard mood is when they say that racism is overt. ""Spanish, @CAPS1, and @CAPS2 immigrants overt racism"". this show that the mood is hard because we know that at that time racism was occurring so that made it hard for them to fit in with everybody else.The last place in the story were the author creates a happy mood is when the neighborhood came together. ""In our neighborhood, despite custom elsewhere, all these cultures came together and great solidarity and friendship"". This displays a happy mood because is represents a whole bunch of diffrent people comming together to work together.As you can see @CAPS3 creates two different types of moods hard, and happy.",16,5
132,the @CAPS1 mood was good he have spicecfic details and told were he was from how his parents were ect.,13,1
132,the @CAPS1 mood was good he have spicecfic details and told were he was from how his parents were ect.,14,1
132,the @CAPS1 mood was good he have spicecfic details and told were he was from how his parents were ect.,15,3
133,"In this memoir, I think the mood created is very peaceful, happy, and homely. Narciso Rodriguez describes in detail how selfless his parent were, As the left their entire lifes behind in Cuba togive their Children a better life in @LOCATION1. Their home was almost a sanctuary. Warm, full of Cuban heritage, cooking and music. Family members always around, visiting frequently for dinner. A safe and secure place to grow up in, in my opinion. After reading this memoir I had a warm feeling inside of me, and I began to think of places like my home which make me feel in this way. Narciso was a very lucky boy to be brought up this way.",3,5
133,"In this memoir, I think the mood created is very peaceful, happy, and homely. Narciso Rodriguez describes in detail how selfless his parent were, As the left their entire lifes behind in Cuba togive their Children a better life in @LOCATION1. Their home was almost a sanctuary. Warm, full of Cuban heritage, cooking and music. Family members always around, visiting frequently for dinner. A safe and secure place to grow up in, in my opinion. After reading this memoir I had a warm feeling inside of me, and I began to think of places like my home which make me feel in this way. Narciso was a very lucky boy to be brought up this way.",4,5
133,"In this memoir, I think the mood created is very peaceful, happy, and homely. Narciso Rodriguez describes in detail how selfless his parent were, As the left their entire lifes behind in Cuba togive their Children a better life in @LOCATION1. Their home was almost a sanctuary. Warm, full of Cuban heritage, cooking and music. Family members always around, visiting frequently for dinner. A safe and secure place to grow up in, in my opinion. After reading this memoir I had a warm feeling inside of me, and I began to think of places like my home which make me feel in this way. Narciso was a very lucky boy to be brought up this way.",11,3
133,"In this memoir, I think the mood created is very peaceful, happy, and homely. Narciso Rodriguez describes in detail how selfless his parent were, As the left their entire lifes behind in Cuba togive their Children a better life in @LOCATION1. Their home was almost a sanctuary. Warm, full of Cuban heritage, cooking and music. Family members always around, visiting frequently for dinner. A safe and secure place to grow up in, in my opinion. After reading this memoir I had a warm feeling inside of me, and I began to think of places like my home which make me feel in this way. Narciso was a very lucky boy to be brought up this way.",18,4
134,"The author in the memoir from Home: The Blueprints of our lives creates the mood of gratitude and admiration towards his parents.One example of how the author shows gratitude is by mentioning how thankful he is toward his parents. Specific textual evidence that proves this is ""... unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" This quotation creates the mood of appreciation by simply stating ""eternally grateful"". Furthermore, another textual evidence which proves my thesis is ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 the authors use and repititon of the word ""grateful"", or ""thankful"" creates a mood.Another example of how the author creates a mood is by showing admiration for his parents. According to the text he says ""I've often told my admiration for their strength and perseverance."" This quotation is important because it shows that he has told them he admires them. The author also creates the mood of admiration when he says ""... what they did was a much more courageous thing that I could have ever done."" @CAPS2 this quotation the author recognizes that his parents faced many hardships, and praises them by showing his admiration.",2,5
134,"The author in the memoir from Home: The Blueprints of our lives creates the mood of gratitude and admiration towards his parents.One example of how the author shows gratitude is by mentioning how thankful he is toward his parents. Specific textual evidence that proves this is ""... unwittingly passed on to me their rich culinary skills and a love of cooking that is still with me today (and for which I am eternally grateful)."" This quotation creates the mood of appreciation by simply stating ""eternally grateful"". Furthermore, another textual evidence which proves my thesis is ""I will always be grateful to my parents for their love and sacrifice."" @CAPS1 the authors use and repititon of the word ""grateful"", or ""thankful"" creates a mood.Another example of how the author creates a mood is by showing admiration for his parents. According to the text he says ""I've often told my admiration for their strength and perseverance."" This quotation is important because it shows that he has told them he admires them. The author also creates the mood of admiration when he says ""... what they did was a much more courageous thing that I could have ever done."" @CAPS2 this quotation the author recognizes that his parents faced many hardships, and praises them by showing his admiration.",6,5
135,"In the memoir, the author creates a very peaceful mood. He achieves this by using a blunt voice and unusual punctuation.The author's voice is very blunt. for example, he describes his house as a ""simple house"" numerous times in the memoir. He tells the reader more than enough about his simple home, and there is almost no conflict in this memoir. This gives the reader a sense of peace and never leaves the reader hanging or wondering about something.To help him with that, the author uses lots of unusual punctuation. Parenthesis are used five times in this writing, as well as five words with dashes. This punctuation is used to give extra information, like the age of ""twenty-one-year-old Rawedia Maria"" or about ""Passionate Cuban music (Which I adore to this day)."" When the author gives extra information, it gives the reader a sense of peace and makes him feel ""at home"", which is the topic of the memoir.",12,4
135,"In the memoir, the author creates a very peaceful mood. He achieves this by using a blunt voice and unusual punctuation.The author's voice is very blunt. for example, he describes his house as a ""simple house"" numerous times in the memoir. He tells the reader more than enough about his simple home, and there is almost no conflict in this memoir. This gives the reader a sense of peace and never leaves the reader hanging or wondering about something.To help him with that, the author uses lots of unusual punctuation. Parenthesis are used five times in this writing, as well as five words with dashes. This punctuation is used to give extra information, like the age of ""twenty-one-year-old Rawedia Maria"" or about ""Passionate Cuban music (Which I adore to this day)."" When the author gives extra information, it gives the reader a sense of peace and makes him feel ""at home"", which is the topic of the memoir.",16,3
136,"The author creates many different moods throughout the memoir. In the beginning, the author talks about his traditional Cuban home, in which he feels extremely comfortable and safe. Here, he creates a mood of warmth, and a very family oriented upbringing, all positively. Around paragraph @NUM1, the author begins to talk about his pride in the success and determination of his family. For example, (paragraph @NUM1, final sentence) ""The faith that this struggle would lead them and their children to better times drove them. (his parents) to endure these hard times."" This gives a mood of pride and great triumph. That is the mood that @PERSON1 gives in the memoir from ""Home: The Blueprints of Our Lives.""",11,4
136,"The author creates many different moods throughout the memoir. In the beginning, the author talks about his traditional Cuban home, in which he feels extremely comfortable and safe. Here, he creates a mood of warmth, and a very family oriented upbringing, all positively. Around paragraph @NUM1, the author begins to talk about his pride in the success and determination of his family. For example, (paragraph @NUM1, final sentence) ""The faith that this struggle would lead them and their children to better times drove them. (his parents) to endure these hard times."" This gives a mood of pride and great triumph. That is the mood that @PERSON1 gives in the memoir from ""Home: The Blueprints of Our Lives.""",15,5
137,"The mood in the memoir, which the author is trying to show you is pretty much the happiness and gratefullness that Narciso Rodriguez has to be cuban. Narciso is bringing the mood of happiness in this memoir learning all about his Cuban background and how much he is greatful for his mom and dad. The author is trying to show you appriciation and gratefulness. This whole memoir is trying to show readers how great it is to come from different cultures and know how to make and do different things. This memoir is representing good moods and happiness. To always be grateful for what you have in you life, exspecially your family, friends, & your life. The mood in this memoir is very happy and gratefull",3,5
137,"The mood in the memoir, which the author is trying to show you is pretty much the happiness and gratefullness that Narciso Rodriguez has to be cuban. Narciso is bringing the mood of happiness in this memoir learning all about his Cuban background and how much he is greatful for his mom and dad. The author is trying to show you appriciation and gratefulness. This whole memoir is trying to show readers how great it is to come from different cultures and know how to make and do different things. This memoir is representing good moods and happiness. To always be grateful for what you have in you life, exspecially your family, friends, & your life. The mood in this memoir is very happy and gratefull",4,4
137,"The mood in the memoir, which the author is trying to show you is pretty much the happiness and gratefullness that Narciso Rodriguez has to be cuban. Narciso is bringing the mood of happiness in this memoir learning all about his Cuban background and how much he is greatful for his mom and dad. The author is trying to show you appriciation and gratefulness. This whole memoir is trying to show readers how great it is to come from different cultures and know how to make and do different things. This memoir is representing good moods and happiness. To always be grateful for what you have in you life, exspecially your family, friends, & your life. The mood in this memoir is very happy and gratefull",10,3
138,"The mood created by the author's tone in this memoir is appreciation which is displayed in three important places. First, Narciso Rodriguez, the author, creates the mood of appreciation when talking about how his parents lef cuba. He explains ""they came selflessly, as many imigrants do, to give their children a better life"" (@NUM1). This description shows the mood of appreciation because it shows the author's parents left ""selflessly"", ""to give their children a better life,"" which implies that his parents @MONTH1 not have wanted to come to @LOCATION1, but they knew it would be the best place for him, so they came anyway, which clearly creates a mood of appreciation through Narciso's tone. Additionally, the mood of appreciation created when Rodriguez declares ""I will always be greatful to my parents for their love and sacrifice"" (@NUM2). This informs the reader outright that rodriguez is"" ""greatful to his parents"", which creates the mood of appreciation should through his tone. Finally, the mood of appreciation is created when Narciso states ""I will never forget how my parents turned this simple house into a home"" (@NUM3). This statement insinuates appreciation because Rodriguez is informing the reader that ""he will never forget"", what his parents have done for him, which carries the message that it changed his life, creating the mood of appreciation through his tone. In conclusion, Narciso Rodriguez creates the mood of appreciation through his tone in this memoir to his parents.",13,5
